I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-20,-11,8,16,-14,-2,21,32,28,30,19,10
-18,-13,4,15,-11,-5,15,24,17,21,11,3
-16,-14,1,15,-8,-7,10,20,12,17,9,-1
-13,-10,3,12,-8,-4,14,15,13,8,2,8
-9,-7,1,8,-5,-3,11,9,8,2,-2,7
-10,-5,4,8,-7,-1,15,18,15,10,7,12
-8,-2,6,5,-7,2,17,17,16,9,5,15
-10,-2,7,6,-8,2,20,23,20,16,11,15
-11,-1,9,6,-10,4,24,28,25,21,15,20
-8,-2,5,5,-7,2,19,27,22,22,18,15
-7,-3,3,5,-5,0,18,30,24,27,22,13
1,0,-2,0,2,-1,12,20,14,17,13,6
7,3,-5,-5,6,-1,9,16,10,13,11,2
14,13,-2,-13,8,5,14,12,10,6,3,11
17,14,-4,-15,11,5,11,7,5,2,0,8
11,8,-4,-10,7,2,13,15,14,12,10,10
6,4,-3,-5,5,0,13,13,13,8,6,11
-4,-5,-3,4,0,-4,13,17,14,11,7,8
-9,-8,0,8,-4,-4,15,20,17,12,7,11
-8,-10,-3,9,-2,-6,9,16,12,10,5,3
-7,-10,-4,9,-2,-7,7,18,12,14,9,0
1,-6,-9,2,5,-7,-1,8,2,5,3,-9
4,-6,-11,1,8,-8,-5,4,-3,4,1,-14
6,-1,-8,-3,7,-4,-2,-1,-5,-2,-7,-5
11,2,-10,-6,10,-4,-7,-7,-12,-7,-12,-6
10,4,-7,-7,8,-1,-5,-1,-8,0,-5,0
11,5,-6,-8,9,-1,-9,-8,-16,-6,-8,3
6,-1,-8,-2,7,-4,-14,-11,-23,-6,-4,2
3,0,-4,-1,3,-2,-18,-22,-35,-16,-7,5
4,1,-4,-3,4,-1,-31,-45,-61,-33,-17,-5
3,2,-1,-2,2,1,-37,-62,-80,-48,-23,-8
8,7,-2,-7,5,2,-48,-91,-110,-80,-43,-15
18,12,-7,-15,13,2,-60,-109,-132,-101,-54,-24
35,24,-12,-29,23,6,-68,-124,-148,-123,-67,-23
36,17,-19,-26,27,-1,-83,-149,-178,-150,-86,-39
19,-1,-21,-9,20,-11,-91,-166,-202,-170,-100,-51
8,-11,-19,2,13,-15,-100,-199,-239,-208,-132,-71
-7,-21,-15,14,4,-18,-107,-229,-274,-244,-162,-97
-18,-22,-5,20,-6,-14,-100,-261,-313,-283,-199,-127
-25,-23,2,24,-14,-11,-94,-301,-364,-326,-242,-176
-50,-33,16,42,-33,-8,-62,-337,-406,-368,-292,-228
-79,-46,32,63,-55,-7,-20,-386,-459,-429,-363,-292
-111,-72,38,92,-75,-17,43,-409,-492,-475,-432,-365
-142,-101,41,122,-92,-30,128,-421,-511,-520,-512,-435
-172,-146,25,159,-99,-60,218,-419,-529,-558,-595,-523
-208,-204,3,206,-105,-101,325,-394,-528,-577,-671,-608
-239,-270,-32,254,-103,-151,437,-352,-513,-595,-754,-694
-274,-349,-76,312,-99,-213,556,-281,-475,-593,-826,-783
-307,-421,-115,364,-96,-268,668,-185,-400,-562,-880,-831
-336,-493,-158,415,-89,-326,763,-73,-308,-511,-920,-867
-357,-532,-176,445,-91,-354,842,61,-169,-407,-898,-848
-364,-542,-180,453,-92,-361,898,195,-11,-281,-845,-795
-360,-535,-177,448,-92,-356,937,364,188,-100,-725,-721
-344,-505,-162,425,-91,-334,966,551,416,113,-564,-617
-310,-467,-158,389,-76,-313,965,727,617,331,-384,-522
-269,-420,-152,344,-59,-286,952,908,817,569,-177,-415
-221,-356,-136,289,-42,-246,924,1028,954,747,-2,-319
-175,-288,-114,231,-30,-201,885,1119,1055,899,167,-233
-132,-219,-88,175,-22,-153,835,1162,1108,995,299,-155
-91,-156,-67,124,-12,-112,766,1163,1112,1046,400,-103
-56,-98,-42,77,-7,-70,695,1138,1090,1062,471,-56
-20,-39,-20,29,0,-30,613,1072,1026,1028,501,-25
9,11,1,-10,4,6,540,998,954,978,514,0
35,63,27,-49,4,45,477,910,873,901,502,32
56,105,48,-80,4,76,418,821,790,823,483,54
67,140,72,-104,-3,107,373,747,726,758,470,86
74,169,94,-122,-10,132,331,671,661,690,448,111
72,185,112,-129,-20,149,294,611,609,641,440,129
74,199,124,-137,-25,161,260,557,562,594,429,143
81,203,121,-142,-20,162,219,502,507,548,418,136
72,189,116,-131,-22,152,184,451,453,502,400,127
61,165,103,-113,-21,134,142,382,381,433,358,103
54,142,87,-98,-16,115,107,321,314,371,318,81
54,129,74,-92,-10,101,81,257,251,301,266,70
53,115,61,-84,-4,88,52,197,189,236,219,55
44,103,58,-73,-7,81,35,153,149,188,185,53
40,96,55,-68,-7,76,16,110,112,140,151,54
35,88,52,-61,-9,70,2,86,92,116,135,56
32,82,49,-57,-8,65,-7,69,80,98,125,62
34,72,37,-53,-1,54,-22,54,65,86,120,53
36,62,25,-49,6,44,-29,49,57,81,118,47
47,56,8,-51,20,32,-41,31,34,62,102,31
51,46,-6,-48,28,20,-49,18,13,47,90,18
52,42,-12,-47,32,15,-51,-1,-10,21,68,16
50,34,-18,-42,34,8,-58,-23,-35,-6,47,7
40,26,-15,-33,27,5,-57,-33,-44,-22,34,13
37,25,-13,-31,25,6,-59,-48,-55,-40,18,18
32,22,-11,-27,22,5,-57,-49,-51,-41,18,26
30,22,-9,-26,20,6,-54,-48,-45,-38,21,34
31,17,-15,-24,23,1,-60,-46,-46,-31,30,26
27,10,-18,-19,22,-4,-59,-40,-42,-23,37,24
28,4,-25,-16,26,-10,-65,-48,-55,-33,28,13
33,0,-33,-17,33,-16,-69,-52,-65,-38,23,3
44,5,-39,-25,42,-17,-71,-63,-77,-54,8,2
47,4,-44,-26,45,-20,-76,-77,-92,-70,-6,-4
39,2,-38,-20,38,-18,-73,-80,-93,-76,-13,3
38,5,-34,-22,36,-15,-72,-88,-97,-86,-22,8
36,7,-30,-21,33,-12,-69,-82,-89,-79,-16,13
36,9,-27,-23,32,-9,-66,-76,-80,-73,-11,20
39,7,-33,-23,36,-13,-73,-72,-78,-63,-3,14
37,1,-37,-19,37,-18,-75,-65,-73,-53,4,12
39,-6,-46,-17,42,-26,-85,-75,-83,-61,-4,1
39,-13,-52,-13,45,-32,-90,-78,-91,-64,-8,-9
41,-13,-54,-14,48,-33,-90,-88,-102,-79,-22,-9
44,-11,-56,-17,50,-33,-94,-98,-113,-89,-32,-14
44,-5,-49,-19,46,-27,-88,-96,-110,-88,-33,-5
49,2,-48,-26,48,-23,-89,-101,-112,-92,-37,-3
52,6,-47,-29,50,-21,-87,-92,-103,-80,-27,-1
50,5,-45,-28,47,-20,-86,-88,-98,-76,-24,5
44,-3,-48,-20,46,-26,-93,-87,-101,-74,-23,-1
39,-10,-50,-14,44,-30,-94,-81,-97,-67,-15,-3
42,-13,-56,-14,49,-35,-102,-90,-107,-72,-18,-14
43,-18,-62,-12,52,-40,-106,-92,-113,-74,-18,-21
47,-17,-64,-15,55,-40,-104,-102,-121,-86,-32,-20
49,-16,-66,-16,57,-41,-107,-111,-130,-95,-40,-23
44,-14,-59,-15,52,-37,-100,-109,-126,-94,-39,-14
43,-13,-57,-15,50,-34,-99,-115,-128,-101,-44,-10
37,-16,-54,-10,45,-35,-96,-111,-122,-94,-36,-7
34,-16,-51,-9,43,-34,-91,-108,-116,-90,-33,0
35,-20,-56,-7,46,-38,-95,-105,-117,-85,-28,-6
35,-23,-58,-6,47,-40,-94,-98,-112,-78,-20,-7
41,-23,-66,-9,54,-44,-102,-105,-121,-86,-23,-17
43,-26,-70,-9,56,-48,-106,-107,-126,-88,-24,-23
46,-22,-69,-12,58,-46,-105,-117,-135,-102,-37,-22
50,-20,-71,-15,61,-45,-108,-125,-143,-112,-45,-25
51,-14,-66,-19,58,-40,-101,-122,-137,-111,-46,-14
55,-11,-67,-22,61,-39,-101,-126,-140,-117,-50,-12
54,-15,-70,-19,62,-42,-100,-120,-134,-109,-41,-11
52,-17,-69,-18,61,-43,-97,-117,-130,-110,-41,-5
50,-22,-73,-14,62,-48,-102,-117,-131,-111,-42,-10
49,-25,-75,-12,62,-50,-101,-111,-127,-106,-37,-10
56,-25,-82,-16,69,-53,-107,-118,-135,-112,-40,-19
61,-26,-87,-17,74,-56,-110,-119,-139,-113,-40,-25
68,-21,-90,-23,79,-55,-109,-128,-146,-125,-50,-24
72,-21,-94,-26,83,-57,-113,-136,-153,-134,-56,-28
70,-20,-91,-25,81,-55,-106,-132,-146,-133,-55,-19
72,-18,-91,-27,81,-54,-104,-137,-149,-141,-61,-16
68,-20,-89,-24,78,-54,-99,-131,-142,-137,-56,-13
67,-20,-88,-23,77,-54,-96,-129,-139,-136,-54,-9
67,-24,-92,-21,79,-58,-102,-127,-141,-132,-49,-19
62,-29,-92,-17,77,-60,-103,-122,-139,-127,-44,-21
62,-34,-96,-14,79,-65,-110,-132,-151,-137,-52,-31
59,-39,-99,-10,79,-69,-114,-136,-158,-141,-54,-37
60,-39,-100,-10,80,-70,-115,-149,-169,-157,-66,-37
61,-41,-103,-10,82,-72,-119,-158,-178,-167,-74,-42
59,-39,-99,-10,79,-69,-114,-155,-174,-169,-75,-36
61,-38,-100,-11,80,-69,-114,-161,-178,-177,-82,-35
58,-42,-100,-8,79,-71,-112,-156,-172,-171,-75,-32
57,-42,-100,-7,79,-71,-108,-154,-168,-170,-73,-27
57,-47,-105,-5,81,-76,-110,-151,-170,-166,-69,-33
56,-50,-107,-3,82,-79,-108,-147,-167,-160,-64,-33
61,-52,-114,-4,88,-83,-116,-155,-176,-166,-69,-41
65,-55,-120,-5,93,-87,-119,-157,-180,-166,-68,-46
73,-51,-125,-11,99,-88,-119,-166,-187,-178,-78,-45
74,-55,-130,-10,102,-92,-122,-173,-195,-185,-83,-49
67,-59,-127,-4,97,-93,-114,-170,-192,-184,-83,-41
66,-62,-128,-2,97,-95,-113,-175,-197,-190,-89,-39
60,-68,-128,4,94,-98,-109,-170,-191,-182,-81,-36
57,-69,-127,6,92,-98,-104,-168,-188,-180,-80,-31
55,-75,-131,10,93,-103,-107,-166,-189,-175,-77,-37
54,-77,-132,12,93,-104,-104,-161,-185,-169,-70,-36
59,-78,-137,10,98,-107,-109,-167,-194,-174,-73,-43
60,-81,-142,11,101,-111,-111,-168,-197,-173,-72,-48
64,-80,-145,8,105,-112,-111,-178,-203,-183,-81,-50
66,-82,-149,8,108,-116,-113,-183,-209,-187,-85,-55
63,-83,-147,10,105,-115,-106,-177,-203,-183,-82,-48
62,-86,-149,12,105,-117,-103,-181,-205,-189,-86,-46
54,-94,-149,20,102,-121,-97,-175,-198,-182,-79,-42
53,-95,-149,21,101,-122,-90,-171,-192,-179,-75,-36
54,-99,-153,22,104,-126,-91,-165,-188,-172,-67,-41
54,-99,-155,23,105,-127,-86,-157,-181,-163,-59,-40
61,-99,-161,19,111,-129,-89,-163,-186,-168,-63,-49
68,-98,-167,15,117,-132,-89,-160,-186,-164,-58,-55
82,-90,-172,4,127,-131,-89,-164,-189,-169,-61,-56
82,-95,-177,7,129,-136,-92,-168,-195,-174,-65,-63
69,-103,-173,17,121,-138,-86,-167,-191,-175,-67,-57
64,-109,-174,23,119,-141,-84,-170,-194,-181,-73,-56
55,-117,-173,31,114,-145,-77,-159,-185,-172,-66,-53
53,-118,-172,33,112,-145,-71,-153,-178,-168,-64,-49
54,-121,-176,34,115,-148,-71,-146,-174,-160,-57,-55
52,-121,-174,35,113,-148,-65,-138,-165,-152,-52,-52
56,-119,-176,32,116,-148,-65,-143,-169,-158,-57,-56
57,-121,-179,32,118,-150,-65,-138,-166,-151,-51,-61
62,-119,-182,29,122,-151,-65,-139,-168,-152,-50,-64
60,-124,-185,32,123,-155,-68,-140,-170,-156,-54,-69
50,-130,-181,40,115,-155,-61,-136,-162,-161,-60,-62
48,-132,-181,42,114,-156,-57,-138,-162,-166,-66,-59
44,-135,-180,45,112,-157,-49,-127,-150,-153,-57,-54
43,-135,-179,46,111,-156,-43,-121,-144,-148,-54,-50
42,-139,-182,49,112,-160,-45,-113,-141,-140,-47,-57
38,-143,-181,53,110,-162,-42,-105,-135,-132,-41,-57
39,-146,-186,54,112,-166,-48,-110,-142,-138,-46,-67
38,-149,-188,56,113,-168,-49,-110,-143,-137,-45,-73
43,-145,-189,51,116,-167,-48,-118,-149,-147,-55,-76
46,-144,-190,49,118,-167,-48,-122,-153,-152,-60,-81
44,-140,-185,48,115,-162,-38,-116,-144,-150,-61,-73
47,-136,-184,45,115,-160,-36,-118,-145,-155,-67,-73
44,-137,-181,47,112,-159,-29,-109,-137,-146,-61,-70
41,-136,-178,48,110,-157,-24,-105,-134,-144,-60,-68
37,-141,-179,52,108,-160,-24,-100,-133,-139,-55,-77
31,-146,-178,57,105,-162,-20,-95,-130,-135,-52,-81
32,-150,-182,59,107,-166,-26,-104,-140,-145,-60,-94
30,-154,-184,62,107,-169,-27,-107,-145,-148,-64,-104
32,-152,-185,60,109,-169,-27,-120,-157,-162,-79,-109
32,-153,-186,61,109,-170,-30,-128,-166,-173,-89,-118
28,-151,-180,62,104,-166,-23,-128,-164,-179,-96,-113
28,-151,-179,61,104,-165,-22,-136,-171,-189,-105,-116
22,-154,-177,66,99,-165,-16,-132,-168,-183,-101,-116
19,-155,-174,68,96,-165,-13,-135,-170,-188,-105,-116
14,-162,-176,74,95,-169,-16,-136,-175,-190,-104,-125
8,-166,-175,79,92,-171,-15,-135,-175,-190,-105,-128
9,-170,-179,81,94,-175,-22,-145,-187,-202,-114,-142
7,-175,-182,84,95,-178,-26,-149,-193,-206,-118,-151
10,-174,-185,82,97,-179,-29,-162,-206,-221,-133,-156
10,-175,-186,83,98,-181,-34,-171,-215,-232,-142,-162
6,-174,-181,84,93,-177,-30,-172,-213,-237,-149,-154
7,-173,-181,83,94,-177,-31,-178,-219,-246,-157,-156
2,-178,-181,88,91,-179,-27,-172,-215,-241,-151,-156
1,-177,-178,88,90,-178,-24,-171,-213,-243,-153,-155
-2,-180,-179,91,89,-179,-28,-168,-212,-240,-152,-163
-5,-182,-177,94,86,-179,-28,-163,-208,-237,-151,-163
-3,-183,-181,93,89,-182,-36,-169,-216,-245,-157,-173
-2,-185,-183,94,90,-184,-40,-167,-217,-244,-156,-177
3,-180,-184,89,93,-182,-42,-174,-223,-255,-165,-179
7,-177,-185,85,96,-180,-46,-176,-225,-258,-168,-182
8,-170,-179,81,93,-174,-39,-169,-216,-255,-168,-171
14,-163,-178,75,96,-170,-39,-169,-216,-258,-171,-168
14,-160,-175,73,95,-168,-33,-157,-205,-247,-161,-162
16,-155,-172,70,94,-164,-31,-151,-197,-242,-159,-156
16,-156,-173,70,94,-164,-36,-142,-190,-231,-151,-159
14,-156,-170,71,92,-162,-37,-132,-181,-222,-144,-155
15,-156,-172,71,94,-164,-46,-134,-184,-225,-146,-159
15,-157,-173,71,94,-165,-50,-129,-180,-219,-141,-159
21,-151,-173,65,97,-161,-54,-132,-181,-224,-145,-157
25,-146,-171,61,98,-158,-58,-130,-179,-224,-145,-155
25,-137,-162,56,94,-149,-53,-121,-167,-222,-145,-138
31,-127,-159,48,95,-143,-52,-120,-162,-222,-145,-131
32,-120,-153,44,93,-137,-45,-106,-147,-206,-131,-121
36,-112,-148,38,92,-130,-42,-98,-137,-199,-125,-110
38,-108,-147,35,93,-127,-45,-87,-129,-185,-112,-108
35,-108,-143,36,89,-125,-45,-76,-118,-174,-101,-103
35,-111,-146,38,90,-128,-55,-78,-120,-173,-99,-111
32,-114,-147,41,90,-131,-61,-74,-119,-168,-93,-114
36,-114,-150,39,93,-132,-68,-82,-126,-177,-100,-117
36,-114,-151,39,94,-133,-75,-85,-129,-180,-103,-120
33,-112,-145,40,89,-128,-73,-81,-123,-180,-105,-110
31,-110,-142,40,87,-126,-74,-84,-125,-184,-109,-107
23,-112,-136,45,80,-124,-68,-75,-116,-175,-100,-99
29,-102,-132,36,81,-116,-64,-71,-110,-170,-96,-91
42,-88,-131,23,87,-110,-65,-61,-101,-157,-84,-91
42,-86,-128,22,85,-107,-64,-53,-93,-148,-75,-88
39,-92,-132,26,86,-111,-73,-59,-99,-150,-74,-98
33,-98,-132,33,82,-115,-78,-59,-101,-149,-72,-103
31,-100,-132,35,81,-116,-85,-71,-112,-162,-84,-106
30,-101,-132,36,81,-116,-91,-77,-119,-167,-89,-110
28,-98,-126,35,77,-112,-87,-77,-115,-168,-93,-101
32,-95,-127,31,80,-111,-89,-82,-119,-172,-97,-99
32,-94,-127,31,80,-110,-84,-74,-111,-163,-88,-91
31,-93,-124,31,78,-108,-82,-74,-109,-162,-88,-85
26,-96,-123,35,75,-109,-85,-71,-107,-156,-81,-87
23,-97,-120,37,72,-108,-82,-67,-103,-151,-77,-82
28,-96,-124,34,76,-110,-88,-74,-112,-157,-81,-88
30,-96,-126,34,78,-111,-90,-74,-114,-155,-78,-89
37,-92,-129,28,83,-110,-93,-86,-123,-165,-85,-91
42,-89,-132,24,87,-110,-97,-92,-128,-170,-87,-92
45,-83,-128,19,86,-105,-92,-92,-123,-173,-91,-80
48,-81,-129,17,88,-105,-94,-97,-127,-178,-96,-77
43,-86,-129,22,86,-107,-91,-90,-120,-169,-87,-70
43,-84,-128,21,85,-106,-90,-90,-119,-170,-88,-63
44,-85,-129,21,86,-106,-92,-84,-117,-164,-82,-63
45,-82,-128,19,86,-105,-88,-78,-111,-158,-77,-59
53,-80,-133,14,93,-106,-91,-82,-117,-159,-77,-66
54,-81,-136,14,95,-108,-91,-81,-117,-155,-72,-68
59,-79,-139,10,99,-109,-93,-92,-126,-164,-80,-70
64,-77,-141,7,103,-109,-98,-97,-131,-168,-83,-75
68,-70,-138,1,103,-104,-94,-97,-127,-170,-86,-67
69,-70,-139,1,104,-104,-96,-102,-131,-176,-92,-69
60,-78,-138,9,99,-108,-90,-95,-125,-169,-86,-66
54,-82,-136,14,95,-109,-86,-95,-124,-171,-89,-63
46,-90,-137,22,91,-113,-87,-91,-122,-167,-86,-66
46,-88,-135,21,90,-111,-84,-85,-114,-161,-83,-62
58,-81,-139,12,98,-110,-92,-87,-116,-161,-84,-68
60,-82,-142,11,101,-112,-94,-85,-114,-157,-80,-71
64,-84,-147,10,105,-115,-99,-94,-124,-167,-86,-76
64,-86,-151,11,108,-118,-102,-99,-129,-172,-89,-80
63,-84,-148,11,105,-116,-95,-101,-126,-178,-94,-70
64,-82,-147,9,106,-115,-94,-105,-127,-182,-98,-69
60,-82,-142,12,101,-112,-86,-95,-117,-171,-89,-63
61,-78,-139,9,100,-108,-81,-92,-113,-168,-88,-57
62,-77,-139,8,100,-107,-80,-84,-108,-158,-79,-56
58,-78,-136,10,97,-107,-77,-77,-102,-151,-73,-52
56,-82,-139,13,97,-110,-85,-81,-107,-152,-71,-62
51,-88,-140,19,95,-114,-87,-79,-108,-149,-68,-66
52,-90,-143,19,97,-116,-92,-89,-117,-160,-79,-70
52,-90,-143,19,98,-116,-96,-92,-120,-163,-82,-74
50,-85,-136,18,93,-110,-91,-91,-114,-164,-86,-66
52,-82,-135,15,93,-108,-93,-94,-115,-168,-91,-66
48,-82,-131,17,89,-106,-88,-84,-106,-158,-83,-62
49,-81,-130,17,89,-105,-86,-82,-102,-156,-83,-58
48,-86,-134,19,91,-109,-86,-75,-96,-145,-73,-60
44,-88,-133,22,89,-110,-82,-68,-89,-138,-68,-55
45,-91,-136,23,91,-113,-87,-70,-92,-140,-71,-61
46,-91,-138,23,92,-114,-87,-65,-89,-133,-65,-63
56,-85,-141,15,98,-113,-91,-70,-93,-138,-70,-67
62,-80,-143,9,103,-111,-93,-70,-93,-138,-70,-71
66,-72,-138,3,102,-104,-87,-67,-87,-140,-72,-61
68,-69,-138,1,103,-103,-88,-69,-89,-141,-74,-62
61,-74,-135,7,98,-104,-82,-59,-79,-128,-62,-57
56,-76,-133,10,94,-104,-78,-57,-76,-127,-61,-52
49,-83,-132,18,91,-108,-77,-51,-70,-119,-54,-52
44,-84,-129,20,86,-106,-73,-44,-63,-112,-49,-47
47,-82,-130,18,89,-106,-78,-46,-66,-112,-49,-53
47,-82,-130,18,89,-106,-77,-42,-62,-106,-44,-54
53,-79,-133,13,93,-105,-79,-49,-67,-113,-51,-57
62,-72,-134,5,98,-102,-79,-48,-66,-112,-51,-57
71,-56,-128,-7,100,-91,-69,-44,-58,-111,-54,-43
78,-49,-128,-14,103,-88,-68,-43,-57,-110,-53,-40
75,-51,-126,-12,100,-88,-62,-30,-45,-96,-40,-34
68,-56,-124,-6,96,-89,-60,-29,-42,-94,-40,-29
53,-70,-123,9,88,-96,-62,-25,-40,-87,-34,-30
42,-78,-120,18,81,-99,-59,-22,-36,-83,-33,-27
37,-85,-123,24,80,-104,-65,-28,-44,-88,-37,-37
36,-89,-125,27,80,-106,-67,-26,-44,-84,-34,-41
44,-85,-129,21,87,-107,-72,-34,-51,-92,-41,-47
47,-84,-132,19,90,-107,-75,-36,-54,-92,-41,-51
49,-78,-127,15,88,-102,-69,-36,-50,-94,-44,-41
50,-75,-125,13,88,-100,-70,-40,-52,-98,-48,-42
45,-74,-119,15,82,-96,-62,-30,-42,-90,-40,-38
46,-68,-115,11,80,-91,-59,-29,-39,-90,-40,-35
46,-66,-112,10,79,-89,-60,-22,-32,-81,-33,-38
47,-61,-108,7,78,-84,-57,-16,-26,-75,-30,-36
52,-58,-111,3,81,-84,-64,-19,-31,-75,-32,-46
49,-60,-109,6,79,-84,-66,-17,-32,-72,-30,-52
47,-61,-108,8,77,-84,-72,-29,-43,-84,-42,-61
45,-61,-107,8,76,-83,-77,-35,-49,-88,-48,-66
45,-53,-99,4,72,-76,-75,-39,-47,-95,-57,-57
49,-49,-98,0,74,-73,-77,-44,-51,-99,-61,-57
48,-46,-95,-1,72,-70,-71,-35,-43,-89,-52,-51
54,-39,-93,-7,73,-65,-67,-32,-40,-88,-52,-45
58,-33,-92,-12,75,-62,-64,-23,-32,-78,-44,-43
55,-32,-88,-11,72,-60,-59,-17,-25,-72,-39,-37
52,-38,-90,-7,71,-63,-65,-22,-30,-73,-39,-43
47,-43,-90,-2,68,-66,-65,-20,-30,-68,-33,-44
49,-45,-94,-2,71,-69,-70,-29,-40,-77,-41,-48
50,-45,-95,-2,72,-70,-73,-33,-44,-78,-42,-51
51,-39,-90,-5,70,-64,-68,-35,-41,-82,-48,-41
53,-37,-91,-8,72,-64,-70,-38,-44,-85,-52,-41
50,-38,-89,-5,69,-63,-65,-28,-36,-74,-44,-35
48,-37,-86,-5,67,-61,-62,-27,-33,-73,-46,-32
43,-41,-83,-1,63,-62,-61,-20,-27,-65,-41,-33
41,-38,-79,-1,60,-59,-55,-14,-18,-58,-38,-27
45,-36,-82,-4,64,-59,-57,-14,-20,-56,-36,-32
46,-36,-82,-4,64,-59,-55,-9,-17,-50,-30,-34
51,-34,-85,-8,68,-59,-58,-18,-27,-58,-36,-42
51,-35,-86,-8,68,-60,-62,-22,-31,-62,-38,-49
48,-32,-81,-8,65,-56,-59,-28,-32,-70,-46,-43
48,-31,-80,-8,64,-55,-61,-33,-36,-75,-51,-47
42,-32,-74,-5,58,-52,-56,-25,-28,-64,-43,-42
41,-30,-72,-5,57,-51,-54,-25,-27,-64,-45,-40
38,-34,-72,-2,55,-53,-53,-19,-22,-57,-39,-42
37,-32,-69,-2,53,-50,-49,-13,-16,-51,-35,-37
40,-31,-72,-4,56,-51,-54,-13,-19,-49,-33,-45
38,-33,-72,-2,55,-52,-56,-9,-17,-43,-28,-46
41,-34,-75,-3,58,-54,-63,-18,-27,-51,-36,-52
43,-33,-77,-5,60,-55,-67,-22,-31,-54,-39,-55
48,-25,-72,-11,60,-48,-62,-25,-29,-61,-47,-47
50,-21,-72,-14,61,-46,-64,-30,-33,-66,-50,-48
44,-22,-66,-11,55,-43,-58,-22,-24,-57,-42,-40
43,-21,-64,-10,53,-42,-57,-23,-24,-59,-44,-37
38,-25,-63,-6,51,-44,-59,-16,-20,-52,-38,-37
35,-26,-61,-4,48,-43,-56,-13,-16,-48,-36,-33
35,-30,-65,-2,50,-47,-60,-16,-21,-47,-35,-39
33,-32,-65,0,49,-48,-60,-13,-18,-42,-30,-41
37,-31,-68,-3,52,-49,-66,-21,-26,-50,-36,-48
38,-32,-71,-3,55,-51,-68,-24,-30,-53,-38,-52
40,-29,-69,-5,55,-49,-63,-28,-32,-61,-46,-44
42,-29,-71,-6,57,-50,-64,-33,-35,-65,-51,-45
37,-30,-68,-3,52,-49,-57,-24,-25,-55,-43,-38
35,-31,-66,-2,51,-48,-54,-25,-23,-57,-45,-34
29,-37,-66,4,48,-51,-52,-19,-18,-50,-40,-34
25,-38,-63,7,44,-50,-48,-15,-14,-46,-38,-29
26,-40,-66,8,46,-53,-54,-16,-19,-46,-38,-37
24,-42,-66,10,45,-54,-56,-12,-17,-41,-33,-39
27,-40,-68,7,48,-54,-63,-21,-25,-49,-39,-45
29,-41,-70,6,49,-55,-68,-24,-29,-51,-41,-47
31,-36,-67,3,49,-51,-65,-28,-29,-58,-49,-37
34,-33,-68,0,51,-50,-68,-32,-33,-62,-53,-37
32,-30,-63,0,47,-46,-62,-22,-22,-53,-45,-30
30,-30,-59,0,45,-44,-60,-23,-21,-55,-47,-26
21,-36,-57,8,39,-46,-58,-17,-16,-49,-42,-26
15,-37,-53,12,34,-45,-53,-13,-10,-45,-40,-20
14,-41,-54,14,34,-47,-58,-14,-13,-43,-39,-24
12,-43,-55,16,34,-49,-58,-9,-10,-36,-32,-25
18,-43,-62,13,40,-52,-63,-16,-20,-44,-36,-31
20,-44,-64,13,42,-54,-66,-20,-25,-48,-38,-35
21,-39,-60,10,40,-49,-61,-26,-27,-59,-49,-26
29,-30,-59,1,44,-45,-61,-30,-30,-64,-54,-24
36,-17,-53,-9,45,-35,-51,-20,-17,-54,-46,-12
43,-10,-53,-16,48,-31,-49,-18,-14,-51,-44,-9
42,-13,-55,-14,48,-34,-49,-7,-8,-37,-30,-13
33,-19,-53,-7,43,-35,-46,-5,-5,-34,-28,-12
21,-33,-54,6,37,-43,-52,-12,-13,-40,-34,-22
13,-41,-54,14,33,-47,-52,-10,-12,-37,-32,-27
16,-43,-59,14,37,-50,-58,-19,-21,-45,-41,-39
16,-45,-61,15,38,-53,-61,-22,-24,-46,-43,-47
17,-41,-58,13,38,-49,-56,-27,-26,-55,-53,-41
16,-42,-58,13,37,-50,-58,-32,-32,-60,-59,-45
9,-43,-52,17,31,-47,-51,-24,-25,-53,-55,-39
7,-42,-50,18,29,-46,-49,-26,-25,-57,-60,-35
4,-45,-49,21,26,-46,-46,-18,-19,-50,-56,-33
5,-43,-48,19,27,-45,-42,-13,-14,-45,-53,-27
11,-43,-54,16,33,-48,-48,-13,-18,-42,-48,-33
14,-44,-58,16,36,-51,-50,-7,-15,-33,-41,-35
21,-45,-67,12,44,-56,-59,-14,-24,-40,-47,-44
20,-52,-72,17,46,-61,-65,-18,-30,-42,-48,-51
15,-56,-72,21,43,-64,-63,-26,-36,-52,-58,-48
12,-63,-75,26,44,-69,-67,-35,-44,-60,-66,-53
6,-68,-74,31,40,-71,-63,-30,-39,-56,-64,-49
2,-73,-75,36,39,-74,-63,-34,-41,-62,-70,-48
-7,-82,-76,45,34,-79,-61,-28,-37,-55,-65,-48
-9,-83,-74,47,32,-78,-59,-26,-34,-54,-65,-43
-6,-84,-78,45,36,-80,-65,-29,-39,-55,-65,-50
-7,-84,-77,46,35,-80,-66,-25,-36,-50,-59,-51
-4,-83,-79,44,38,-81,-75,-33,-44,-56,-63,-57
-4,-87,-83,46,40,-84,-81,-37,-48,-57,-62,-63
-3,-88,-85,46,41,-86,-82,-45,-54,-68,-70,-61
-4,-92,-88,48,42,-90,-86,-53,-61,-74,-75,-66
-12,-96,-84,54,36,-89,-81,-49,-54,-69,-72,-60
-14,-97,-83,56,35,-90,-78,-52,-56,-73,-76,-59
